sp;gen;fam;Growth_Rings;Vessel_porosity;Vessel_arangement;Perforation_plates; Intervessel_pits_arregement;Mean_tangential_diameter_of_vessel_lumina;Ground_tissue_fibres;Septa_in_fibers;Fibre_wall_thickness;Parenchyma_Paratracheal;Type_of_parenchyma_banding;Ray_width;Rays_cellular_composition
Tabebuia_orinocensis;Tabebuia;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;3;1;0
Tabebuia_rosea;Tabebuia;BIGNONIACEAE;1;2;3;0;2;2;0;1;2;1;4;1;0
Tabebuia_stenocalyx;Tabebuia;BIGNONIACEAE;1;2;3;0;2;1;0;1;1;1;4;0;0
Tabernaemontana_attenuata;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;2;0;1;1;1;4;1;0
Tabernaemontana_catharinensis;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;1;1;1;1;0;0
Tabernaemontana_citrifolia;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;0;1;0;5;1;4
Tabernaemontana_cymosa;Tabernaemontana;APOCYNACEAE;1;2;1;0;2;0;0;0;1;0;5;1;3
Tabernaemontana_laeta;Tabernaemontana;APOCYNACEAE;1;2;3;0;2;1;0;0;0;0;5;1;4
Talisia_esculenta;Talisia;SAPINDACEAE;1;2;1;0;2;1;0;0;1;0;5;1;4
Talisia_macrophylla;Talisia;SAPINDACEAE;1;2;1;0;2;0;0;0;1;0;5;2;4
Talisia_microphylla;Talisia;SAPINDACEAE;1;2;3;0;2;1;0;1;2;1;1;1;0
Tanaecium_pyramidatum;Tanaecium;BIGNONIACEAE;1;2;3;0;2;2;0;1;1;1;0;0;0
Tapirira_guianensis;Tapirira;ANACARDIACEAE;0;2;3;0;2;3;0;0;1;1;5;2;3
Tapirira_obtusa;Tapirira;ANACARDIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Tapirira_SPP.;Tapirira;ANACARDIACEAE;0;2;3;0;2;1;0;0;0;1;5;1;3
Tapura_aff.;Tapura;DICHAPETALACEAE;1;2;3;0;2;2;0;0;0;1;5;1;4
Tapura_capitulifera;Tapura;DICHAPETALACEAE;1;2;3;0;2;1;0;1;2;1;5;2;4
Tapura_guianensis;Tapura;DICHAPETALACEAE;1;2;3;0;2;1;0;1;2;1;5;1;4
Tecoma_stans;Tecoma;BIGNONIACEAE;0;2;3;0;2;1;0;0;1;1;5;1;1
Telitoxicum_krukovii;Telitoxicum;MENISPERMACEAE;1;2;3;0;2;1;0;0;1;1;4;1;3
Terminalia_argentea;Terminalia;COMBRETACEAE;1;2;1;0;2;2;0;1;1;1;1;0;2
Terminalia_buceras;Terminalia;COMBRETACEAE;1;2;3;0;2;1;0;1;2;1;4;0;0
Terminalia_dichotoma;Terminalia;COMBRETACEAE;0;2;3;0;2;1;0;1;2;1;5;1;0
Terminalia_glabrescens;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;1;1;1;5;0;0
Terminalia_guyanensis;Terminalia;COMBRETACEAE;1;2;3;0;2;1;0;0;1;1;5;0;1
Terminalia_oblonga;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;0;2;1;3;0;0
Terminalia_virens;Terminalia;COMBRETACEAE;1;2;3;0;2;2;0;1;2;1;4;0;0
Ternstroemia_brasiliensis;Ternstroemia;PENTAPHYLACACEAE;1;2;3;0;2;1;0;1;2;1;0;1;5
Ternstroemia_browniana;Ternstroemia;PENTAPHYLACACEAE;0;2;3;1;1;1;0;1;1;1;5;2;4
Ternstroemia_lineata;Ternstroemia;PENTAPHYLACACEAE;1;2;3;1;1;1;2;1;1;0;5;2;3
Tetracera_oblongata;Tetracera;DILLENIACEAE;1;2;3;0;2;2;0;1;1;1;0;1;3
Tetragastris_altissima;Tetragastris;BURSERACEAE;1;2;3;0;0;2;1;1;1;0;5;3;4
Tetragastris_balsamifera;Tetragastris;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Tetragastris_panamensis;Tetragastris;BURSERACEAE;1;2;3;0;2;2;0;0;2;1;5;1;3
Tetrastylidium_grandifolium;Tetrastylidium;OLACACEAE;1;2;3;0;2;1;0;0;2;1;5;1;2
Tetrathylacium_macrophyllum;Tetrathylacium;SALICACEAE;1;2;3;1;0;1;0;1;2;1;1;1;4
Tetrathylacium_SPP.;Tetrathylacium;SALICACEAE;1;2;3;1;2;0;0;1;2;0;5;2;4
Tetrazygia_pallens;Tetrazygia;MELASTOMATACEAE;1;2;3;1;2;1;1;0;0;0;5;2;4
Tetrorchidium_rubrivenium;Tetrorchidium;EUPHORBIACEAE;1;2;3;0;2;1;0;1;1;1;5;0;5
Tetrorchidium_SPP.;Tetrorchidium;EUPHORBIACEAE;1;2;3;1;2;2;1;1;1;1;5;1;5
Thamnosma_SP.;Thamnosma;RUTACEAE;1;2;3;0;2;2;0;1;1;0;2;1;5
Theophrasta_americana;Theophrasta;PRIMULACEAE;0;0;3;0;2;0;0;1;1;0;5;0;2
Thornea_SPP.;Thornea;HYPERICACEAE;1;2;3;0;2;3;2;1;1;1;5;2;2
Thryallis_SP.;Thryallis;MALPIGHIACEAE;1;2;3;0;2;1;0;1;1;1;4;1;0
Tibouchina_aspera;Tibouchina;MELASTOMATACEAE;1;2;3;1;2;2;0;1;1;1;5;1;2
Tibouchina_estrellensis;Tibouchina;MELASTOMATACEAE;1;2;3;0;2;1;0;1;1;1;5;1;1
Tibouchina_francavillana;Tibouchina;MELASTOMATACEAE;0;2;3;0;2;2;0;1;1;1;5;2;5
Tibouchina_stenocarpa;Tibouchina;MELASTOMATACEAE;0;2;3;0;2;2;2;0;1;1;5;1;5
Ticodendron_incognitum;Ticodendron;TICODENDRACEAE;1;2;3;0;2;1;2;0;1;0;5;1;1
Tococa_spp.;Tococa;MELASTOMATACEAE;0;2;3;0;2;1;0;1;0;0;5;2;0
Tocoyena_formosa;Tocoyena;RUBIACEAE;1;2;3;0;2;1;0;0;1;1;0;0;1
Tocoyena_SP.;Tocoyena;RUBIACEAE;1;2;3;0;2;1;0;1;2;0;5;1;5
Tocoyena_williamsii;Tocoyena;RUBIACEAE;1;2;3;0;2;0;1;1;1;0;5;1;4
Tournefortia_caracsana;Tournefortia;BORAGINACEAE;1;2;3;0;2;2;0;1;1;1;4;1;0
Tournefortia_fuliginosa;Tournefortia;BORAGINACEAE;0;2;3;0;2;0;0;1;1;1;0;1;2
Tournefortia_pubescens;Tournefortia;BORAGINACEAE;1;2;3;0;2;1;0;1;1;0;5;1;3
Touroulia_guianensis;Touroulia;OCHNACEAE;1;2;3;0;2;1;0;1;1;1;5;2;1
Tovomita_longifolia;Tovomita;CLUSIACEAE;1;2;1;0;2;2;2;1;2;1;5;2;4
Tovomita_SPP.;Tovomita;CLUSIACEAE;1;2;3;0;0;1;0;1;2;1;5;1;4
Tovomita_umbellata;Tovomita;CLUSIACEAE;1;2;1;0;0;2;0;1;2;1;5;2;3
Toxicodendron_radicans;Toxicodendron;ANACARDIACEAE;1;2;3;0;0;2;0;1;2;1;5;1;3
Toxicodendron_striatum;Toxicodendron;ANACARDIACEAE;0;0;3;0;2;2;0;1;1;1;4;2;2
Trattinnickia_burserifolia;Trattinnickia;BURSERACEAE;1;2;3;0;2;2;0;0;1;1;5;1;2
Trattinnickia_demerarae;Trattinnickia;BURSERACEAE;1;2;3;0;2;2;0;0;1;0;5;1;3
Trema_lamarckiana;Trema;CANNABACEAE;1;2;3;0;2;2;0;0;1;1;5;1;3
Trema_micrantha;Trema;CANNABACEAE;1;2;3;0;2;2;0;1;1;1;5;2;2
Trembleya_parviflora;Trembleya;MELASTOMATACEAE;1;2;3;0;2;2;0;1;1;1;5;1;4
Trichilia_elegans;Trichilia;MELIACEAE;1;2;3;0;2;2;0;0;1;1;5;1;4
Trichilia_martiana;Trichilia;MELIACEAE;1;2;3;0;2;2;0;0;1;1;1;0;0
Trichilia_maynasiana;Trichilia;MELIACEAE;1;2;3;0;2;2;0;1;1;1;2;0;0
Trichilia_pallida;Trichilia;MELIACEAE;1;2;3;0;2;1;0;1;2;1;4;0;3
Trichilia_quadrijuga;Trichilia;MELIACEAE;1;2;3;0;2;1;0;1;1;1;1;0;0
Trichilia_schomburgkii;Trichilia;MELIACEAE;1;2;3;0;2;2;0;1;2;1;1;0;3
Trichilia_spp.;Trichilia;MELIACEAE;1;2;3;0;2;1;0;1;2;1;1;0;4
Trigonia_SP.;Trigonia;TRIGONIACEAE;1;2;3;0;2;1;0;1;1;1;1;0;2
Triplaris_americana;Triplaris;POLYGONACEAE;1;2;1;0;2;2;1;1;2;0;1;2;2
Triplaris_SPP.;Triplaris;POLYGONACEAE;0;2;3;0;2;1;0;0;1;1;5;1;0
Triplaris_weigeltiana;Triplaris;POLYGONACEAE;1;2;3;0;2;2;0;0;1;1;5;1;0
Trophis_aspera;Trophis;MORACEAE;1;2;3;0;2;1;0;0;0;1;5;1;0
Trophis_mexicana;Trophis;MORACEAE;1;2;3;0;2;2;0;1;1;1;3;1;2
Trophis_racemosa;Trophis;MORACEAE;1;2;3;0;2;2;0;1;1;1;0;2;4
Trymatococcus_amazonicus;Trymatococcus;MORACEAE;1;2;3;0;2;2;0;1;1;1;4;2;3
Turnera_SP.;Turnera;TURNERACEAE;1;2;3;0;2;1;0;1;1;1;4;2;3
Turpinia_occidentalis;Turpinia;STAPHYLEACEAE;1;2;3;0;2;0;1;1;2;0;5;1;1
Turpinia_SPP.;Turpinia;STAPHYLEACEAE;1;2;3;1;1;2;2;1;1;1;5;2;4
Tyleria_floribunda;Tyleria;OCHNACEAE;1;2;3;1;0;1;1;1;1;1;5;2;4
Tynanthus_cognatus;Tynanthus;BIGNONIACEAE;1;2;3;0;2;1;0;1;2;1;5;2;4
Uncaria_guianensis;Uncaria;RUBIACEAE;0;2;3;0;2;2;0;1;1;1;4;2;0
Unonopsis_glaucopetala;Unonopsis;ANNONACEAE;1;2;3;0;2;2;0;1;1;1;5;2;4
Unonopsis_rufescens;Unonopsis;ANNONACEAE;0;2;3;0;2;2;0;1;1;1;1;2;0
Unonopsis_spp.;Unonopsis;ANNONACEAE;1;2;3;0;2;2;0;1;2;0;3;2;3
Valeriana_parviflora;Valeriana;VALERIANACEAE;1;2;3;0;2;2;1;1;1;0;3;3;3
Vantanea_parviflora;Vantanea;HUMIRIACEAE;1;2;3;1;2;2;1;1;2;1;5;1;4
Vernonia_baccharoides;Vernonia;ASTERACEAE;1;2;3;1;2;2;1;1;2;1;5;1;4
Viburnum_stellatotomentosum;Viburnum;VIBURNACEAE;1;2;3;0;2;2;0;1;1;1;5;3;2
Virola_flexuosa;Virola;MYRISTICACEAE;1;2;3;0;2;1;0;0;1;1;5;1;3
Virola_koschnyi;Virola;MYRISTICACEAE;1;2;3;0;2;2;0;1;1;1;4;1;3
Virola_michelii;Virola;MYRISTICACEAE;1;2;3;0;2;2;0;1;1;1;4;1;2
Virola_SPP.;Virola;MYRISTICACEAE;1;2;3;1;2;2;0;1;1;1;5;1;4
Virola_surinamensis;Virola;MYRISTICACEAE;1;2;3;0;2;2;0;1;0;1;4;1;4
Vismia_baccifera;Vismia;HYPERICACEAE;1;2;3;0;2;2;0;1;1;1;4;1;4
Vismia_cayennensis;Vismia;HYPERICACEAE;1;2;3;0;2;2;0;1;1;1;1;2;3
Vismia_latifolia;Vismia;HYPERICACEAE;1;2;1;0;2;2;0;1;1;0;2;1;4
Vismia_SPP.;Vismia;HYPERICACEAE;1;2;1;0;2;2;0;1;1;0;2;1;4
Vitex_cymosa;Vitex;LAMIACEAE;1;2;1;0;2;2;1;1;1;0;1;1;3
Vitex_gaumeri;Vitex;LAMIACEAE;0;1;3;0;2;2;0;0;1;1;4;2;2
Vitex_krukovii;Vitex;LAMIACEAE;0;2;3;0;2;2;0;0;1;1;5;1;2
Vitex_orinocensis;Vitex;LAMIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;0
Vitex_stahelii;Vitex;LAMIACEAE;0;2;3;0;2;2;0;0;1;1;4;1;2
Vochysia_cinnarmonea;Vochysia;VOCHYSIACEAE;1;2;3;0;2;2;0;0;1;1;5;2;2
Vochysia_ferruginea;Vochysia;VOCHYSIACEAE;1;2;3;0;2;1;2;1;1;1;0;2;3
Vochysia_guatemalensis;Vochysia;VOCHYSIACEAE;1;2;3;0;2;2;0;1;1;1;0;2;3
Vochysia_lanceolata;Vochysia;VOCHYSIACEAE;1;2;3;0;2;3;0;1;1;1;0;2;2
Vochysia_rufa;Vochysia;VOCHYSIACEAE;1;2;3;0;2;2;0;1;2;1;5;2;4
Vochysia_schomburgkii;Vochysia;VOCHYSIACEAE;1;2;3;0;2;1;2;1;1;1;4;1;2
Vochysia_SPP.;Vochysia;VOCHYSIACEAE;1;2;3;0;2;3;0;1;1;1;0;2;3
Vochysia_tucanorum;Vochysia;VOCHYSIACEAE;1;2;3;0;2;3;0;1;1;1;1;2;3
Vochysia_venezuelana;Vochysia;VOCHYSIACEAE;1;2;3;0;2;2;0;1;0;1;0;2;3
Vouarana_guianensis;Vouarana;SAPINDACEAE;0;2;3;0;2;2;0;1;1;1;5;0;2
Warszewiczia_coccinea;Warszewiczia;RUBIACEAE;1;2;3;0;2;1;0;0;1;0;5;2;4
Weinmannia_descendens;Weinmannia;CUNONIACEAE;1;2;3;1;1;1;1;1;2;0;5;1;4
Wigandia_spp.;Wigandia;HYDROPHYLLACEAE;1;2;3;0;2;2;2;1;1;0;5;1;2
Wimmeria_concolor;Wimmeria;CELASTRACEAE;0;2;3;0;2;1;1;0;1;1;1;1;3
Wurdastom_subglabra;Wurdastom;MELASTOMATACEAE;1;2;3;0;1;1;0;1;1;1;5;1;1
Xylophragma_pratense;Xylophragma;BIGNONIACEAE;0;2;3;0;2;3;0;0;1;1;4;2;5
Xylophragma_seemaniana;Xylophragma;BIGNONIACEAE;0;1;3;0;2;2;0;0;1;1;4;2;2
Xylopia_aromatica;Xylopia;ANNONACEAE;1;2;3;0;2;2;2;1;1;1;1;2;0
Xylopia_brasiliensis;Xylopia;ANNONACEAE;0;2;3;0;2;2;2;1;1;0;1;2;0
Xylopia_discreta;Xylopia;ANNONACEAE;1;2;3;0;2;2;0;1;1;1;1;2;0
Xylopia_frutescens;Xylopia;ANNONACEAE;1;2;3;0;2;1;0;1;1;1;1;1;0
Xylopia_laevigata;Xylopia;ANNONACEAE;1;2;3;0;2;1;0;1;1;1;1;2;0
Xylopia_parviflora;Xylopia;ANNONACEAE;1;2;3;0;2;2;2;1;2;0;1;2;2
Xylopia_pollanei;Xylopia;ANNONACEAE;1;2;3;0;2;2;0;1;1;0;2;1;0
Xylopia_sericea;Xylopia;ANNONACEAE;0;2;3;0;2;2;2;1;1;0;1;2;2
Xylopia_ulei;Xylopia;ANNONACEAE;1;2;3;0;2;2;2;1;2;0;1;1;0
Xylosma_flexuosa;Xylosma;SALICACEAE;0;2;3;0;2;1;0;0;1;1;5;1;4
Zanthoxylum_arborescens;Zanthoxylum;RUTACEAE;0;1;3;0;2;0;0;1;1;1;4;1;2
Zanthoxylum_caribaeum;Zanthoxylum;RUTACEAE;0;2;3;0;2;2;0;1;1;1;4;1;2
Zanthoxylum_clava-herculis;Zanthoxylum;RUTACEAE;0;2;3;0;2;1;0;1;1;1;5;1;2
Zanthoxylum_fagara;Zanthoxylum;RUTACEAE;0;2;3;0;2;1;0;1;1;1;4;2;3
Zanthoxylum_flavum;Zanthoxylum;RUTACEAE;0;2;3;0;2;1;0;1;1;1;4;1;2
Zanthoxylum_kellermanii;Zanthoxylum;RUTACEAE;0;2;3;0;2;2;0;1;0;1;4;1;2
Zanthoxylum_limoncello;Zanthoxylum;RUTACEAE;0;2;3;0;2;0;0;1;1;1;4;1;0
Zanthoxylum_martinicense;Zanthoxylum;RUTACEAE;0;2;3;0;2;1;0;1;1;1;4;2;3
Zanthoxylum_melanostictum;Zanthoxylum;RUTACEAE;0;2;3;0;2;2;0;1;1;1;4;1;2
Zanthoxylum_mollissimum;Zanthoxylum;RUTACEAE;0;2;3;1;2;1;0;1;1;1;4;1;0
Zanthoxylum_quinduense;Zanthoxylum;RUTACEAE;1;2;3;0;2;1;0;1;1;1;5;1;2
Zanthoxylum_rhoifolium;Zanthoxylum;RUTACEAE;1;2;3;0;2;2;0;1;1;1;4;1;2
Zeyheria_montana;Zeyheria;BIGNONIACEAE;0;2;3;0;2;1;0;1;1;1;4;1;0
Zinowiewia_concinna;Zinowiewia;CELASTRACEAE;0;2;1;0;2;2;2;1;1;1;0;2;3
Ziziphus_amole;Ziziphus;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;4;1;2
Ziziphus_chloroxylon;Ziziphus;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;4;2;2
Ziziphus_melastomoides;Ziziphus;RHAMNACEAE;1;2;3;0;2;1;0;1;2;1;5;2;4
Ziziphus_SPP.;Ziziphus;RHAMNACEAE;0;2;3;0;2;1;0;1;1;1;1;2;2
Zuelania_guidonia;Zuelania;SALICACEAE;1;2;3;0;2;1;1;0;1;0;5;1;4
